X,Y,OBJECTID,Bridge_Department_Number,Bridge_Name,Bridge_Identification_Number__B,Highway_Agency_District,Town,Latitude,Longitude,Feature_Intersected,Facility_Carried,Structure_Material,Structure_Type,Year_Built,Year_Reconstructed,Type_of_Service,Structure_Length,Bridge_Owner,Structurally_Deficient,BridgeInspectionDate,Posted,Structure_Category,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-72.524358040546488,42.319193589583406,2803,A08023,,5KM,02,Amherst,42.31918497,-72.52435697,WATER SWEET ALICE BROOK,HWY   BAY RD,Steel,Culvert (includes frame culverts),1950,0,Highway,1.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{E949B7B5-9C56-4C56-9FDA-2426BBE3D918},,,,
-72.51178403788721,42.340125594459757,2804,A08024,,5KN,02,Amherst,42.34011697,-72.51178297,WATER PLUM BROOK,HWY   POMEROY LN,Concrete,Culvert (includes frame culverts),1950,0,Highway,4,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{7C8A2158-4432-4520-A422-336EF55E5BED},,,,
-72.400195997861545,42.28786261565547,2805,B05008,,5KP,02,Belchertown,42.287854,-72.40019497,WATER JABISH BROOK,ST  9 SARGENT ST,Concrete,Slab,1932,0,Highway,6.1,DOT,NO,2016-05-25 00:00:00,Open,Short Span Bridge,{621482E5-C64F-40CE-A7A5-835285918479},,,,
-70.912212493892682,41.978447605132409,2806,B23007,,AM4,05,Bridgewater,41.978439,-70.91221197,WATER TAUNTON RIVER,HWY   CHERRY ST,Prestressed concrete,Box Beam or Girders - Multiple,2002,0,Highway-pedestrian,37,MUN,NO,2016-06-15 00:00:00,Open,Bridge (NBI),{CCEC9A24-8779-499A-ADE1-9C9B22BB88B9},,,,
-72.73456224673761,42.29393082771017,2807,N19041,,AM5,02,Northampton,42.29392222,-72.73456111,WATER N BR MANHAN RIVER,ST 66 WESTHMPTN RD,Prestressed concrete,Box Beam or Girders - Multiple,2003,0,Highway-pedestrian,21.8,DOT,NO,2016-06-03 00:00:00,Open,Bridge (NBI),{D3C823A8-88E3-4AAF-9B6F-333CD630F2AC},,,,
-71.160550600557357,41.946895563834168,2808,N23006,,AM7,05,Norton,41.94688697,-71.16055,WATER THREE MILE RIVER,HWY   CRANE ST,Concrete,Frame (except frame culverts),2001,0,Highway-pedestrian,13.2,MUN,NO,2015-07-30 00:00:00,Open,Bridge (NBI),{24374B27-9895-4967-B793-488F3663FD99},,,,
-71.682218802635177,42.473157647211735,2809,L02007,BENNETT'S BRIDGE,AQX,03,Lancaster,42.47314897,-71.682218,WATER N NASHUA RIVER,ST117 N MAIN ST,Steel,Stringer/Multi-beam or Girder,2001,0,Highway,40.7,DOT,NO,2016-02-09 00:00:00,Open,Bridge (NBI),{5F1403A2-4CB1-4446-BCE8-964A7782E7A0},,,,
-72.892411151995958,42.181974578182569,2810,B14024,,AQY,01,Blandford,42.181966,-72.89240997,WATER STAGE BROOK,HWY   RUSSEL STAGE,Concrete,Culvert (includes frame culverts),1988,0,Highway,9.7,MUN,NO,2016-08-04 00:00:00,Open,Bridge (NBI),{D0FE3377-2110-4F4F-8A96-0F834381AB90},,,,
-72.893124179993336,42.182944550750697,2811,B14025,,AR0,01,Blandford,42.18293597,-72.893123,WATER STAGE BROOK,HWY   NYE BROOK RD,Concrete,Slab,0,0,Highway,4.9,MUN,NO,2007-05-08 00:00:00,Open,Short Span Bridge,{17F4F072-A0D7-40EE-8794-46DCE4A1C9D3},,,,
-70.939488484213143,41.652874541338001,2812,N06016,,3XW,05,New Bedford,41.652866,-70.93948797,I 195,HWY   HIGHLAND ST,Steel,Stringer/Multi-beam or Girder,1963,0,Highway-pedestrian,70.1,DOT,NO,2015-08-07 00:00:00,Open,Bridge (NBI),{5B5092D5-E39A-4659-98B5-6E3B4F3810BF},,,,
-70.937275483175654,41.653124513913632,2813,N06019,JOHN PHILIP REYNOLDS,3XX,05,New Bedford,41.65311597,-70.93727497,I 195,HWY   MNT PLSNT ST,Steel,Stringer/Multi-beam or Girder,1963,0,Highway-pedestrian,64.6,DOT,NO,2016-09-28 00:00:00,Open,Bridge (NBI),{E1EA346E-08F7-4B14-82A3-F209E15455FB},,,,
-70.955424182986377,41.648231539748132,2814,N06017,,3XY,05,New Bedford,41.648223,-70.95542367,ST140,HWY   ROCKDALE AVE,Steel,Stringer/Multi-beam or Girder,1963,0,Highway-pedestrian,58.5,DOT,NO,2015-12-16 00:00:00,Open,Bridge (NBI),{C1651805-ACB7-4FE9-AE1D-4C051FA75087},,,,
-70.94380648888793,41.703378522475866,2815,N06027,,3Y0,05,New Bedford,41.70336997,-70.94380597,ST140,HWY   PHILLIPS RD,Steel,Stringer/Multi-beam or Girder,1964,0,Highway-pedestrian,65.2,DOT,NO,2016-01-11 00:00:00,Open,Bridge (NBI),{3C160BC6-6434-4A2D-AADE-6E171778942B},,,,
-70.925433478849968,41.640054512374967,2816,N06031,,3Y1,05,New Bedford,41.64004597,-70.92543297,ST 18 & RAMP A,HWY   HILLMAN ST,Steel,Stringer/Multi-beam or Girder,1973,0,Highway-pedestrian,56.7,DOT,NO,2017-03-09 00:00:00,Open,Bridge (NBI),{92C29701-EABF-4E6A-A514-F6FC864CCC0D},,,,
-72.157834283288025,42.343369745860372,2817,H08001,Veteran's   Memorial Bridge,6LF,02,Hardwick,42.34336111,-72.15783333,WATER WARE RIVER,HWY   HARDWICK RD,Steel,Stringer/Multi-beam or Girder,1978,0,Highway-pedestrian,38.3,MUN,NO,2016-01-22 00:00:00,Open,Bridge (NBI),{822324FB-6A27-4298-A0F9-D3E5FC4ED7BD},,,,
-71.135235597633596,42.541658677959269,2818,W38028,,2HT,04,Wilmington,42.54164997,-71.13523497,RR    MBTA/BMRR,I  93 SB,Steel,Stringer/Multi-beam or Girder,1958,1972,Highway,28,DOT,NO,2016-03-03 00:00:00,Open,Bridge (NBI),{5890D64A-2FE6-401F-B4DF-776D7EA4914E},,,,
-71.137612628001776,42.552725707804036,2819,W38026,,2HU,04,Wilmington,42.552717,-71.137612,WATER IPSWICH RIVER,I  93 NB,Prestressed concrete,Stringer/Multi-beam or Girder,1958,0,Highway,12.5,DOT,NO,2016-05-27 00:00:00,Open,Bridge (NBI),{C04A1C85-7889-4A8A-A6F1-650DDE23049F},,,,
-71.137934627377987,42.552764707036474,2820,W38026,,2HV,04,Wilmington,42.552756,-71.137934,WATER IPSWICH RIVER,I  93 SB,Prestressed concrete,Stringer/Multi-beam or Girder,1958,0,Highway,12.5,DOT,NO,2016-05-27 00:00:00,Open,Bridge (NBI),{E5B3A002-6A10-413C-9D88-1677F51CD962},,,,
-71.140722850896978,42.558383707772926,2821,W38031,,2HW,04,Wilmington,42.558375,-71.14072222,HWY   CONCORD ST,I  93,Steel continuous,Stringer/Multi-beam or Girder,1958,1974,Highway,44.8,DOT,NO,2017-01-10 00:00:00,Open,Bridge (NBI),{FB2F376B-3611-4B4F-8813-91DA67655A40},,,,
-71.166214529708085,42.593539269749385,2822,W38036,,2HX,04,Wilmington,42.59353056,-71.16621389,RR    MBTA/BMRR,I  93 NB,Steel,Stringer/Multi-beam or Girder,1959,0,Highway,23.2,DOT,NO,2016-03-19 00:00:00,Open,Bridge (NBI),{F387BAD2-44CB-4298-B3C4-593808E16ABE},,,,
-72.148032936428407,42.172461574810384,2823,W07017,,69Y,02,Warren,42.17245297,-72.148032,WATER BROOK,HWY   CRONIN RD,Concrete,Culvert (includes frame culverts),1938,0,Highway,3,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{00F44A2E-3CD1-4D52-8B41-098D62048739},,,,
-72.194607953393913,42.205767606933087,2824,W07022,,6A0,02,Warren,42.205759,-72.194607,WATER COMINS POND OUTLT,HWY   CEMETERY RD,Concrete,Slab,1850,0,Highway,3.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{6359DF86-A823-4C22-94C7-E16E8461F62C},,,,
-72.221053935233115,42.217434608371853,2825,W07024,,6A1,02,Warren,42.217426,-72.22105297,WATER ONEIL BROOK,HWY   0LD W WARREN,Concrete,Slab,1956,0,Highway-pedestrian,5.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{DFF26DD5-1239-424E-AB34-909D78ABBF41},,,,
-72.206547958094561,42.21576560860435,2826,W07011,,6A2,02,Warren,42.215757,-72.206547,WATER CHENEY BROOK,ST 67 BOSTON RD,Concrete,-,1850,1900,Highway,3.7,DOT,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{815C087A-D75C-4753-90F4-2464036417C6},,,,
-72.220387962565894,42.216163608342043,2827,W07025,,6A3,02,Warren,42.216155,-72.220387,WATER ONEIL BROOK,ST 67 BOSTON RD,Concrete,Slab,1850,1900,Highway,3.7,DOT,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{6921D010-CBBD-42BE-ADF2-853E20FF7543},,,,
-72.001626917405005,42.646631668678502,2828,W39033,,6A4,02,Winchendon,42.64662297,-72.001626,WATER BROOK,ST140 @ STA 98,Concrete,Culvert (includes frame culverts),1850,1900,Highway,2.4,DOT,NO,2012-10-15 00:00:00,Open,Short Span Bridge,{5FB9CEED-F141-4569-9D07-54BA1DFD109A},,,,
-71.295044664664459,42.297118654022007,2829,W13009,,2P6,06,Wellesley,42.29711,-71.295044,RR    CSX/MBTA,HWY   CREST RD,Prestressed concrete,Box Beam or Girders - Multiple,1895,1997,Highway-pedestrian,21,DOT,NO,2016-03-30 00:00:00,Open,Bridge (NBI),{6480E3FD-9787-4C55-956B-BBD432F6F406},,,,
-71.278736632067663,42.308486656159268,2830,W13007,,2P7,06,Wellesley,42.308478,-71.27873597,RR    CSX/MBTA,HWY   ROCKLAND ST,Prestressed concrete,Box Beam or Girders - Multiple,1917,2012,Highway-pedestrian,20.7,DOT,NO,2017-03-13 00:00:00,Open,Bridge (NBI),{868BA67A-AE1B-497B-8BDE-E9020A879180},,,,
-71.27388463133822,42.31846763054287,2831,W13005,,2P8,06,Wellesley,42.31845897,-71.27388397,RR    CSX/MBTA,HWY   WOODLAWN AVE,Steel,Stringer/Multi-beam or Girder,1890,2003,Highway-pedestrian,27.6,DOT,NO,2015-10-29 00:00:00,Open,Bridge (NBI),{3AAB6276-0D3F-47E7-B7D4-2BC951EB7525},,,,
-71.271985658250017,42.323625632278585,2832,W13004,,2P9,06,Wellesley,42.32361697,-71.271985,RR    CSX/MBTA,HWY   GLEN RD,Prestressed concrete,Box Beam or Girders - Multiple,1993,0,Highway-pedestrian,18.5,DOT,NO,2015-10-29 00:00:00,Open,Bridge (NBI),{72404B6D-E1D3-4408-8F9B-F8DB57876C89},,,,
-70.807030466545697,42.108615605819764,2833,H06001,,43M,05,Hanover,42.10860697,-70.80702997,WATER NORTH RIVER,HWY   WASHNGTON ST,Masonry,Arch - Deck,1904,0,Highway-pedestrian,14.3,MUN,NO,2016-08-11 00:00:00,Posted For Load,Bridge (NBI),{FD9FF7E7-6058-47D2-9D02-F0A6F2C089E2},,,,
-71.628419733242964,42.076581600355375,2834,U02026,,6GC,03,Uxbridge,42.076573,-71.62841897,WATER CAPRON MILL TRNCH,ST 16 MENDON RD,Masonry,Arch - Deck,1897,0,Other,0,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{61A9AFF1-1413-4A19-B364-B6736F723D99},,,,
-71.534386699782459,42.01935456537845,2835,B13028,,6GD,03,Blackstone,42.01934597,-71.53438597,WATER FOX BROOK,ST122 MAIN ST,Masonry,Arch - Deck,1846,0,Highway-pedestrian,3.6,MUN,NO,2015-06-11 00:00:00,Open,Short Span Bridge,{9ED1A78F-9CB7-4353-B901-CF05787649C4},,,,
-72.18666762449088,42.323341962458251,2836,H08035,,6GE,02,Hardwick,42.32333333,-72.18666667,WATER FISH BROOK,HWY   GODDARD RD,Steel,Culvert (includes frame culverts),1938,0,Other,1.8,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{98CDB1AD-9205-4FCF-9507-6D27776BA277},,,,
-72.176667622212292,42.32500863006431,2837,H08036,,6GF,02,Hardwick,42.325,-72.17666667,WATER DRY STREAM,ST 32 LOWER RD,Concrete,Culvert (includes frame culverts),1950,0,Other,1.8,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{CA17B27D-834E-467B-B908-A1D720E494C6},,,,
-72.21225096657713,42.328869740865642,2838,H08038,,6GG,02,Hardwick,42.32886111,-72.21225,WATER DANFORTH BROOK,HWY   TURKEY ST,Concrete,Culvert (includes frame culverts),1950,0,Highway,1.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{4B4D37EB-0250-4088-BE84-8BFA6CA1AC3D},,,,
-72.256473202561168,42.320147515448298,2839,H08039,,6GH,02,Hardwick,42.32013889,-72.25647222,WATER CANTERBURY BROOK,HWY   GRNWCH PLAIN,Steel,Culvert (includes frame culverts),1960,0,Highway,1.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{87B67C5B-F69C-4B80-AB7D-862E148D9C1E},,,,
-71.195312656500931,42.731924711226945,2840,M17026,,2RW,04,Methuen,42.73191597,-71.195312,RR    BMRR,ST213 EB,Prestressed concrete,Box Beam or Girders - Multiple,1959,0,Highway,8.8,DOT,YES,2016-10-18 00:00:00,Open,Bridge (NBI),{763495F9-7574-45DB-80D5-08A0F31D5E14},,,,
-71.195381628465412,42.732060740049803,2841,M17026,,2RX,04,Methuen,42.732052,-71.19538097,RR    BMRR ABANDONED,ST213 WB,Prestressed concrete,Box Beam or Girders - Multiple,1959,0,Highway,8.8,DOT,NO,2016-10-18 00:00:00,Open,Bridge (NBI),{EC076049-C99B-47AA-B931-8D948AAEF8E8},,,,
-71.200091659293321,42.731651710691743,2842,M17025,,2RY,04,Methuen,42.73164297,-71.200091,WATER SPICKET RIVER,ST213 EB,Steel,Stringer/Multi-beam or Girder,1959,0,Highway,12.8,DOT,NO,2016-08-12 00:00:00,Open,Bridge (NBI),{B2640A07-D93E-4D10-8FB1-22486AA965CD},,,,
-71.200333991981637,42.733758739164614,2843,M17024,,2T0,04,Methuen,42.73375,-71.20033333,WATER SPICKET RIVER,ST213 WB,Steel,Stringer/Multi-beam or Girder,1959,0,Highway,13.4,DOT,NO,2016-08-11 00:00:00,Open,Bridge (NBI),{A918B351-7E05-4EF7-BEB6-7A024FFD5746},,,,
-71.156806200698711,42.74639763169926,2844,M17038,NICHOLAS J. BUGLIONE,2T1,04,Methuen,42.74638889,-71.15680556,ST213,ST213 RAMP,Steel,Stringer/Multi-beam or Girder,1985,0,Highway,52.1,DOT,NO,2016-01-31 00:00:00,Open,Bridge (NBI),{BD5A8AC7-2526-4767-A597-3EA8EC31EEA8},,,,
-72.610588284143304,42.212809483535764,2845,H21039,,BBM,02,Holyoke,42.21280089,-72.61058719,RR    BMRR,US202 NB/BEECH ST,Steel continuous,Stringer/Multi-beam or Girder,2013,0,Highway-pedestrian,46.2,DOT,NO,2015-11-24 00:00:00,Open,Bridge (NBI),{5F2F8B09-CD0A-411D-B821-7FBEB0BD9D01},,,,
-71.195569623537367,42.159960602805306,2846,N25033,,96G,05,Norwood,42.15995197,-71.195569,WATER TRAPHOLE BROOK,HWY   SUMNER ST,Concrete,Culvert (includes frame culverts),1850,1900,Highway-pedestrian,5.8,MUN,NO,2015-12-05 00:00:00,Open,Short Span Bridge,{BD0B734B-6D8B-4789-9C5E-79EE9E83C5F8},,,,
-71.284050632706055,41.813275228211317,2847,N25034,,96H,05,Norwood,41.81326667,-71.28405,WATER GERMANY BROOK,HWY   WESTOVR PKWY,Steel,Culvert (includes frame culverts),1850,1900,,3.6,MUN,YES,2015-12-01 00:00:00,Open,Short Span Bridge,{ABF9DCD9-82D4-4D1A-B9AF-6E797A974E2E},,,,
-71.21883396794594,42.201032610048003,2848,N25036,,96J,05,Norwood,42.20102397,-71.21883333,WATER GERMANY BROOK,HWY   WINTER ST,-,-,1850,1900,,2.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{0F924BAF-281E-4E82-BAF2-E9F388202019},,,,
-71.188220625031803,42.213270641441433,2849,N25037,,96K,05,Norwood,42.213262,-71.18822,WATER PURGATORY BROOK,HWY   EVERETT ST,Concrete,Culvert (includes frame culverts),1850,1900,Highway-pedestrian,5.2,MUN,NO,2015-12-01 00:00:00,Open,Short Span Bridge,{9BA52219-D0C5-49B0-84B9-2ED5853AB1E1},,,,
-71.222863634962479,42.193028609232293,2850,N25035,,96L,05,Norwood,42.19301997,-71.222863,WATER GERMANY BROOK,HWY   WESTOVR PKWY,Steel,Culvert (includes frame culverts),1850,1900,Highway-pedestrian,3.5,MUN,NO,2015-12-01 00:00:00,Open,Short Span Bridge,{9E6D553B-44A6-4968-A2EA-16F196E07B21},,,,
-71.328432657630074,41.98344656592284,2851,N16040,N,96M,05,North Attleboro,41.98343797,-71.328432,WATER TEN MILE RIVER,US  1 E WASHGTN ST,Concrete,Culvert (includes frame culverts),1930,0,Highway,5.1,DOT,NO,2015-11-10 00:00:00,Open,Short Span Bridge,{DD70314E-51C9-4351-95B6-BB812282E845},,,,
-70.823079499748786,42.100539604467123,2852,H06002,,43N,05,Hanover,42.10053097,-70.823079,WATER INDIAN HEAD RIVER,HWY   W ELM ST,Masonry,Arch - Deck,1894,1930,Highway,10.1,MUN,NO,2016-10-05 00:00:00,Open,Bridge (NBI),{D8594DC2-A580-4AE7-9B2A-9AC894DB49ED},,,,
-70.097221239848466,41.710169549759861,2853,H10019,,43P,05,Harwich,41.71016097,-70.097221,WATER HERRING RIVER,HWY   AZALEA DR,Prestressed concrete,Slab,1974,0,Highway-pedestrian,9.4,MUN,NO,2016-07-18 00:00:00,Open,Bridge (NBI),{CAA10A1D-F8CF-472D-A54B-8BE12D7F2FD2},,,,
-70.116035216001038,41.679174571707804,2854,H10011,,43Q,05,Harwich,41.679166,-70.11603497,WATER HERRING RIVER,HWY   BELLS NCK RD,Wood or Timber,Stringer/Multi-beam or Girder,1986,0,Highway,18,MUN,NO,2016-08-23 00:00:00,Open,Bridge (NBI),{761BFB46-9B42-4039-A819-13B9199483F5},,,,
-70.774991461145689,41.734205562118738,2855,M05002,,43R,05,Marion,41.734197,-70.774991,WATER SIPPICAN RIVER,HWY   COUNTY RD,Steel,Stringer/Multi-beam or Girder,1938,0,Highway-pedestrian,8.8,MUN,NO,2015-07-01 00:00:00,Posted For Load,Bridge (NBI),{8AAE3236-9343-47C6-9346-3125BB3FBF0D},,,,
-70.775653486496623,42.155307615508001,2856,M07001,,43T,05,Marshfield,42.15529897,-70.775653,WATER NORTH RIVER,HWY   UNION ST,Steel continuous,Stringer/Multi-beam or Girder,1920,2009,Highway-pedestrian,33.9,MUN,NO,2015-09-03 00:00:00,Open,Bridge (NBI),{537355A1-0344-430F-A66D-F2F0368F8FBB},,,,
-72.257806537936105,42.320869737730668,2857,H08040,,6GJ,02,Hardwick,42.32086111,-72.25780556,WATER CANTERBURY BROOK,HWY   GRNWCH PLAIN,Steel,Culvert (includes frame culverts),1970,0,Highway,1.2,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{DF79D008-4F26-41FF-AB33-EBECEA280815},,,,
-72.263334316624992,42.325008627072229,2858,H08041,,6GK,02,Hardwick,42.325,-72.26333333,WATER CANTERBURY BROOK,HWY   GRNWCH PLAIN,Masonry,Culvert (includes frame culverts),1850,0,Highway,4.6,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{45424A7D-5A8E-4AAB-95D3-CE8FAD76A01B},,,,
-72.258334315838056,42.323341960247447,2859,H08042,,6GL,02,Hardwick,42.32333333,-72.25833333,WATER CANTERBURY BROOK,HWY   FISK RD,Steel,Culvert (includes frame culverts),1970,0,Highway,2.1,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{7C8B4D88-B762-4639-BC1B-D31362DC9BE5},,,,
-72.253639869156146,42.327480849455405,2860,H08043,,6GM,02,Hardwick,42.32747222,-72.25363889,WATER NEWTON BROOK,HWY   THAYER RD,Steel,Culvert (includes frame culverts),1938,0,Highway,1.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{A5C1891F-B3F4-4622-A5AE-F29900627AE1},,,,
-72.848334499847994,42.212397474847108,2861,M30011,,6GN,01,Montgomery,42.21238889,-72.84833333,WATER BEARDEN BROOK,HWY   CARRINGTN RD,Steel,Culvert (includes frame culverts),1970,0,Highway,4,MUN,NO,2016-06-07 00:00:00,Open,Short Span Bridge,{2BA3F4BA-602C-43C4-8EF9-39D31BC5C046},,,,
-72.247723200969574,42.319230848583445,2862,H08044,,6GP,02,Hardwick,42.31922222,-72.24772222,WATER ELWELL BROOK,HWY   GREENWICH RD,Steel,Culvert (includes frame culverts),1960,0,Highway,1.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Culvert,{18A1D678-3A15-4104-A822-19D633AAA173},,,,
-70.97738257618937,42.560775686479033,2863,D03017,,2T2,04,Danvers,42.56076697,-70.977382,ST114 ANDOVER ST,US  1 NB/NEWBRY ST,Steel continuous,Stringer/Multi-beam or Girder,1950,0,Highway-pedestrian,24.4,DOT,NO,2016-08-24 00:00:00,Open,Bridge (NBI),{42132A51-3AE3-4DB6-88DA-DE622838E3F9},,,,
-70.977575574834191,42.560881714242349,2864,D03017,,2T3,04,Danvers,42.560873,-70.977575,ST114 ANDOVER ST,US  1 SB/NEWBRY ST,Steel continuous,Stringer/Multi-beam or Girder,1950,0,Highway-pedestrian,24.4,DOT,NO,2016-08-24 00:00:00,Open,Bridge (NBI),{FAA78FDE-A7F0-4516-BED8-24BB6CCF2236},,,,
-70.967174573914164,42.583959690869349,2865,D03016,,2T6,04,Danvers,42.58395097,-70.967174,ST 62 MAPLE ST,US  1 NB/NEWBRY ST,Steel continuous,Stringer/Multi-beam or Girder,1950,2009,Highway-pedestrian,29.9,DOT,NO,2016-05-24 00:00:00,Open,Bridge (NBI),{51CDA78B-E844-4D5E-BC89-85CFA9B62636},,,,
-71.065203565398917,42.366392646288219,2866,B16620,,6JL,06,Boston,42.36638397,-71.06520297,I  93 RAMP LC-S TUNNEL,I  93 RAMP N-S,Prestressed concrete,Stringer/Multi-beam or Girder,1999,0,Highway,29.6,DOT,NO,2016-05-31 00:00:00,Open,Bridge (NBI),{7715BF61-CEF2-4778-A746-1541FEE60B6C},,,,
-71.0629125927518,42.367300674525872,2867,B16607,,6JN,06,Boston,42.367292,-71.062912,RR    MBTA,I  93 RAMP S-N,Steel continuous,Box Beam or Girders - Multiple,1999,0,Highway,203,DOT,NO,2016-07-29 00:00:00,Open,Bridge (NBI),{3DF55092-AB66-4E7A-A0DB-CFAFED5B45EC},,,,
-70.73488446323681,41.990731613060447,2868,K01002,,BBQ,05,Kingston,41.990723,-70.734884,WATER JONES RIVER,HWY   ELM ST,Prestressed concrete,Tee Beam,2014,0,Highway,17.1,MUN,NO,2016-01-14 00:00:00,Open,Bridge (NBI),{F98097F7-B0C4-4771-94EA-750E3EFAD34A},,,,
-70.146471253673013,41.667236568397357,2869,D07006,,BBR,05,Dennis,41.667228,-70.146471,WATER SWAN POND RIVER,ST 28 MAIN ST,Prestressed concrete continuous,Slab,2014,0,Highway-pedestrian,28.5,DOT,NO,2016-04-16 00:00:00,Open,Bridge (NBI),{5CF6F633-42DE-44DF-9BCC-8D260F082C1F},,,,
-71.126408570957352,42.127066599661084,2870,S28005,,BBT,05,Stoughton,42.12705797,-71.12640797,WATER STEEP BROOK,HWY   PRATTS COURT,Concrete,Tee Beam,1850,0,Highway,4.2,MUN,YES,2010-06-26 00:00:00,Closed,Short Span Bridge,{B11E9F18-E33B-4567-9032-D0E0AD468EDB},,,,
-72.785995173834877,42.623485666287117,2871,C05016,EAST OXBOW BRIDGE,BBW,01,Charlemont,42.623477,-72.785994,WATER OXBOW BROOK,ST  2 @ STA 526,Concrete,Frame (except frame culverts),2013,0,Highway,6.1,DOT,NO,2016-12-09 00:00:00,Open,Bridge (NBI),{F15A8AC9-C1E8-44A6-A53C-9DA972ED1D3F},,,,
-71.329667325274855,41.981119703000502,2872,N16015,,96N,05,North Attleboro,41.98111111,-71.32966667,WATER TEN MILE RIVER,US  1 ELM ST,Concrete,Slab,1850,1900,,4.9,DOT,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{1FB746FE-6960-466E-BB8E-06C8A3DDCF16},,,,
-71.342500660975844,41.957508588109796,2873,N16039,,96P,05,North Attleboro,41.9575,-71.3425,WATER SEVEN MILE RIVER,US  1 S WASHGTN ST,Concrete,Slab,1850,1900,Highway,3.8,DOT,NO,2002-04-23 00:00:00,Open,Short Span Bridge,{583D9F68-3FF3-4386-B021-D49A28AF888A},,,,
-71.292343645947341,41.99382759674225,2874,N16048,,96Q,05,North Attleboro,41.993819,-71.292343,WATER BRK TO BUNGAY RIV,I  95,Concrete,Culvert (includes frame culverts),1959,0,Highway,3.5,DOT,NO,2015-11-10 00:00:00,Open,Short Span Bridge,{A41825FA-30FA-455F-B6A3-A97DFD31591E},,,,
-71.329465628589432,41.974695591261728,2875,N16013,,96R,05,North Attleboro,41.974687,-71.32946497,WATER FALLS POND OUTLET,US  1 E WASHGTN ST,Concrete,Culvert (includes frame culverts),1930,0,Highway-pedestrian,5.5,DOT,NO,2015-10-16 00:00:00,Open,Short Span Bridge,{1B58511C-228B-461C-9690-6B5ABAC15E3B},,,,
-71.329744658007101,41.99242359518923,2876,N16018,,96T,05,North Attleboro,41.992415,-71.329744,WATER TEN MILE RIVER,ST  1 A/WASHGTN ST,Concrete,Slab,1850,1934,Highway-pedestrian,6.5,MUN,NO,2015-03-10 00:00:00,Open,Short Span Bridge,{F417F3B5-E4C4-41E8-B33C-DB59B4CA1528},,,,
-71.341702631294154,41.939672584303459,2877,N16002,,96U,05,North Attleboro,41.939664,-71.34170197,WATER SEVEN MILE RIVER,HWY   OLD POST RD,Concrete,Slab,1850,1900,,2.4,MUN,YES,2015-11-09 00:00:00,Posted For Load,Short Span Bridge,{EBFA0315-2275-4E73-A4BD-827A145D214D},,,,
-72.462479070436487,42.684900660212115,2878,N22025,,12F,02,Northfield,42.68489197,-72.462478,RR    NECRR,ST 10 BERNARDSTON,Steel,Stringer/Multi-beam or Girder,1969,0,Highway-pedestrian,26.1,DOT,NO,2016-11-03 00:00:00,Open,Bridge (NBI),{5D9FCB6C-6613-4B24-96CC-5D2448DC88BF},,,,
-72.607831085098113,42.149185581892652,2879,C13007,,12G,02,Chicopee,42.149177,-72.60783,WATER DWIGHT MFG CANAL,ST116 SPRNGFLD ST,Concrete,Tee Beam,1931,2015,Highway-pedestrian,13,DOT,NO,2015-07-21 00:00:00,Open,Bridge (NBI),{11FB8742-770D-448A-9227-6092689D05CD},,,,
-72.607801056781526,42.150372582909434,2880,C13008,Davitt Memorial Bridge,12H,02,Chicopee,42.150364,-72.60779997,WATER CHICOPEE RIVER,ST116 SPRNGFLD ST,Steel continuous,Stringer/Multi-beam or Girder,1931,2013,Highway-pedestrian,93.5,DOT,NO,2015-07-21 00:00:00,Open,Bridge (NBI),{6307436C-1435-4939-87BB-2F8990D8257D},,,,
-72.578689058563086,42.332683617577075,2881,H01005,,12J,02,Hadley,42.332675,-72.57868797,WATER FORT RIVER,ST 47 BAY RD,Concrete continuous,Slab,1935,0,Highway-pedestrian,37.8,DOT,YES,2015-12-18 00:00:00,Posted For Load,Bridge (NBI),{BB7CA970-313A-4DC9-944A-988C465F2BC3},,,,
